id_respuesta_,tipo_respuesta,comentarios,fecha_respuesta
1767,A,Aprobamos el presupuesto completo sin objeciones,2024-06-09
1768,A,Aceptamos la implementación piloto bajo los términos acordados,2024-04-16
1769,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-03-12
1770,R,Declinamos por preferir una solución en la nube alternativa,2024-08-13
1771,R,Descartamos la propuesta ante cambios en regulaciones del sector,2024-06-16
1772,A,Damos conformidad al plan de capacitación propuesto,2024-07-18
1773,A,Aceptamos la propuesta en su totalidad sin cambios,2025-04-20
1774,R,Rechazamos el modelo de negocio propuesto,2025-01-29
1775,A,Confirmamos nuestra satisfacción con la propuesta técnica,2024-10-09
1776,A,Aceptamos la propuesta en su totalidad sin cambios,2024-03-03
1777,A,Aceptamos los plazos y entregables establecidos en la propuesta,2025-03-28
1778,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-07-03
1779,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2025-04-19
1780,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-04-24
1781,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2025-03-25
1782,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-10-21
1783,A,Autorizamos el inicio del proyecto según lo planificado,2024-12-26
1784,A,Aceptamos los términos del servicio de mantenimiento,2024-03-18
1785,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-04-22
1786,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-07-23
1787,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-04-01
1788,A,Confirmamos nuestra satisfacción con la propuesta técnica,2024-10-18
1789,R,Rechazamos la inclusión del módulo adicional sugerido,2024-04-10
1790,A,Aceptamos los términos del servicio de mantenimiento,2024-03-04
1791,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2025-03-06
1792,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2024-12-04
1793,R,Rechazamos los tiempos de implementación como inviables,2024-12-17
1794,A,Aprobamos el alcance del proyecto tal como está definido,2024-02-18
1795,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2024-10-05
1796,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2024-06-03
1797,R,Rechazamos la solución por falta de soporte técnico local,2024-07-21
1798,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-06-24
1799,A,Damos conformidad al plan de capacitación propuesto,2025-03-20
1800,A,Aceptamos la propuesta en su totalidad sin cambios,2024-08-30
1801,A,Aprobamos el alcance del proyecto tal como está definido,2025-01-16
1802,R,Cancelamos el proyecto por reestructuración organizacional,2024-12-09
1803,R,Rechazamos la solución por falta de soporte técnico local,2024-11-21
1804,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-02-15
1805,R,Declinamos por preferir una solución en la nube alternativa,2024-10-11
1806,A,Validamos la propuesta y solicitamos la firma del contrato,2024-06-20
1807,A,Validamos los criterios de aceptación de pruebas,2024-02-07
1808,R,Rechazamos la solución por falta de soporte técnico local,2024-09-01
1809,A,Aceptamos la escalabilidad propuesta para el sistema,2024-01-12
1810,A,Aceptamos la escalabilidad propuesta para el sistema,2024-02-23
1811,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2024-03-20
1812,A,Aprobamos el alcance del proyecto tal como está definido,2025-04-01
1813,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-04-06
1814,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2024-03-28
1815,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-05-31
1816,A,Autorizamos el inicio del proyecto según lo planificado,2025-03-19
1817,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-06-01
1818,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2024-06-09
1819,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-02-12
1820,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-04-12
1821,A,Aceptamos la propuesta en su totalidad sin cambios,2024-03-10
1822,A,Validamos la propuesta y solicitamos la firma del contrato,2024-06-30
1823,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-04-13
1824,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-06-25
1825,R,Rechazamos la solución por falta de soporte técnico local,2025-03-18
1826,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-05-17
1827,A,Validamos los criterios de aceptación de pruebas,2024-01-26
1828,R,Rechazamos el modelo de negocio propuesto,2024-10-19
1829,R,Rechazamos el modelo de negocio propuesto,2025-03-14
1830,R,No estamos de acuerdo con los términos comerciales presentados,2024-06-09
1831,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-07-29
1832,A,Aceptamos la propuesta en su totalidad sin cambios,2024-11-16
1833,A,Damos conformidad al plan de capacitación propuesto,2024-07-24
1834,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-07-14
1835,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-03-18
1836,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2024-12-06
1837,R,No estamos de acuerdo con los términos comerciales presentados,2024-01-15
1838,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-01-09
1839,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-04-29
1840,A,Aprobamos el presupuesto completo sin objeciones,2025-04-03
1841,R,Rechazamos los tiempos de implementación como inviables,2024-06-29
1842,A,Aceptamos la escalabilidad propuesta para el sistema,2024-02-07
1843,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-10-31
1844,R,Cancelamos el proyecto por reestructuración organizacional,2024-02-12
1845,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2024-09-22
1846,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2025-03-05
1847,R,Rechazamos el modelo de negocio propuesto,2025-01-22
1848,A,Validamos la propuesta y solicitamos la firma del contrato,2024-02-02
1849,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2025-03-22
1850,R,Cancelamos el proyecto por reestructuración organizacional,2024-06-07
1851,R,No aceptamos las licencias propuestas por costos ocultos,2024-02-01
1852,A,Validamos la propuesta y solicitamos la firma del contrato,2024-10-23
1853,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2025-03-27
1854,R,Cancelamos el proyecto por reestructuración organizacional,2025-01-08
1855,A,Aceptamos la propuesta en su totalidad sin cambios,2024-02-19
1856,R,Cancelamos el proyecto por reestructuración organizacional,2025-04-12
1857,A,Aprobamos la arquitectura tecnológica sugerida,2025-02-08
1858,R,Declinamos por preferir una solución en la nube alternativa,2024-11-06
1859,A,Aceptamos la escalabilidad propuesta para el sistema,2024-02-04
1860,A,Aceptamos la escalabilidad propuesta para el sistema,2024-08-09
1861,A,Aceptamos la implementación piloto bajo los términos acordados,2025-03-22
1862,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2025-01-07
1863,A,Validamos los requisitos funcionales presentados,2024-12-18
1864,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2024-12-15
1865,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-08-21
1866,R,Declinamos por preferir una solución en la nube alternativa,2024-05-31
1867,R,Cancelamos el proyecto por reestructuración organizacional,2024-07-09
1868,A,Aprobamos el alcance del proyecto tal como está definido,2024-05-20
1869,R,Rechazamos el modelo de negocio propuesto,2024-04-28
1870,R,Cancelamos el proyecto por reestructuración organizacional,2024-07-05
1871,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-08-05
1872,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-10-29
1873,R,Rechazamos la solución por falta de soporte técnico local,2025-03-06
1874,A,Aceptamos los plazos y entregables establecidos en la propuesta,2025-01-15
1875,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-05-19
1876,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-11-29
1877,R,Cancelamos el proyecto por reestructuración organizacional,2024-12-28
1878,R,No aceptamos las licencias propuestas por costos ocultos,2024-03-19
1879,R,Descartamos la propuesta ante cambios en regulaciones del sector,2024-09-24
1880,R,Desestimamos la oferta por incumplir normativas internas,2024-12-15
1881,A,Aprobamos la arquitectura tecnológica sugerida,2024-11-25
1882,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-05-14
1883,A,Aceptamos los términos del servicio de mantenimiento,2024-04-27
1884,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2024-03-09
1885,R,Rechazamos la solución por falta de soporte técnico local,2024-06-17
1886,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2025-03-06
1887,R,Desestimamos la oferta por incumplir normativas internas,2024-07-26
1888,A,Autorizamos el inicio del proyecto según lo planificado,2024-11-16
1889,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2024-04-26
1890,A,Aceptamos la implementación piloto bajo los términos acordados,2024-04-02
1891,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2025-02-27
1892,R,Rechazamos la inclusión del módulo adicional sugerido,2024-06-20
1893,R,Descartamos la propuesta ante cambios en regulaciones del sector,2024-12-02
1894,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2024-09-07
1895,A,Aprobamos el presupuesto completo sin objeciones,2024-10-21
1896,A,Aprobamos el presupuesto completo sin objeciones,2024-11-27
1897,R,Desestimamos la oferta por incumplir normativas internas,2024-02-23
1898,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2025-03-20
1899,A,Aceptamos la propuesta en su totalidad sin cambios,2024-08-30
1900,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-10-14
1901,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-05-10
1902,R,Desestimamos la oferta por incumplir normativas internas,2024-02-06
1903,R,Rechazamos la solución por falta de soporte técnico local,2024-11-20
1904,A,Damos el visto bueno al cronograma presentado y confirmamos el pago inicial,2024-01-16
1905,A,Aceptamos la implementación piloto bajo los términos acordados,2024-08-21
1906,R,No aceptamos por incompatibilidad con nuestra infraestructura actual,2024-10-10
1907,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-04-30
1908,A,Aceptamos los términos del servicio de mantenimiento,2024-10-15
1909,R,Rechazamos la solución por falta de soporte técnico local,2024-03-28
1910,A,Validamos los requisitos funcionales presentados,2025-01-09
1911,R,Rechazamos la solución por falta de soporte técnico local,2024-10-24
1912,A,Validamos los criterios de aceptación de pruebas,2024-10-29
1913,R,Rechazamos los tiempos de implementación como inviables,2024-08-15
1914,A,Aceptamos la escalabilidad propuesta para el sistema,2025-01-08
1915,R,No aceptamos las licencias propuestas por costos ocultos,2024-12-26
1916,A,Aprobamos la integración con nuestros sistemas sin modificaciones adicionales,2024-08-30
1917,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-10-21
1918,A,Aceptamos los plazos y entregables establecidos en la propuesta,2024-11-28
1919,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2025-03-18
1920,A,Validamos los criterios de aceptación de pruebas,2024-10-03
1921,R,Rechazamos el modelo de negocio propuesto,2025-02-24
1922,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-03-20
1923,R,Declinamos por preferir una solución en la nube alternativa,2024-01-18
1924,R,Rechazamos la ampliación de servicios por falta de presupuesto,2025-03-14
1925,A,Damos conformidad al plan de capacitación propuesto,2025-01-15
1926,A,Aceptamos la propuesta en su totalidad sin cambios,2024-08-26
1927,A,Aceptamos la implementación piloto bajo los términos acordados,2025-03-21
1928,A,Aceptamos los plazos y entregables establecidos en la propuesta,2025-04-23
1929,R,Rechazamos los tiempos de implementación como inviables,2025-01-07
1930,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-06-05
1931,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-07-30
1932,A,Aceptamos la implementación piloto bajo los términos acordados,2024-07-19
1933,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-03-23
1934,A,Validamos los requisitos funcionales presentados,2025-01-01
1935,R,Declinamos por preferir una solución en la nube alternativa,2025-03-07
1936,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2024-08-29
1937,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2025-01-13
1938,R,No estamos de acuerdo con los términos comerciales presentados,2025-03-15
1939,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-10-07
1940,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-01-21
1941,A,Confirmamos nuestra satisfacción con la propuesta técnica,2024-12-28
1942,R,No aceptamos las licencias propuestas por costos ocultos,2024-02-07
1943,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2024-10-31
1944,R,No estamos de acuerdo con los términos comerciales presentados,2024-06-28
1945,A,Aprobamos el alcance del proyecto tal como está definido,2024-02-07
1946,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-07-09
1947,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-09-12
1948,A,Confirmamos nuestra aceptación a las condiciones técnicas propuestas,2025-03-02
1949,A,Damos el visto bueno al cronograma presentado y confirmamos el pago inicial,2025-01-09
1950,R,Descartamos la propuesta ante cambios en regulaciones del sector,2025-03-21
1951,R,Rechazamos la inclusión del módulo adicional sugerido,2025-04-19
1952,A,Aceptamos la solución propuesta y autorizamos el inicio inmediato,2024-04-23
1953,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2024-05-10
1954,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-08-08
1955,R,Declinamos la oferta por considerar excesivos los costos de implementación,2024-07-17
1956,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-04-16
1957,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-10-23
1958,A,Estamos de acuerdo con el plan de implementación y damos luz verde para iniciar,2025-02-22
1959,A,Aprobamos el presupuesto completo sin objeciones,2024-11-24
1960,A,Aceptamos la implementación piloto bajo los términos acordados,2025-03-10
1961,R,Declinamos por preferir una solución en la nube alternativa,2024-01-01
1962,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2025-02-09
1963,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2024-01-02
1964,R,Desestimamos la oferta por incumplir normativas internas,2024-09-17
1965,R,Rechazamos los tiempos de implementación como inviables,2024-03-23
1966,R,Desestimamos la oferta por incumplir normativas internas,2024-03-15
1967,A,Aprobamos el alcance del proyecto tal como está definido,2024-09-27
1968,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2024-08-07
1969,R,Declinamos por preferir una solución en la nube alternativa,2024-03-15
1970,A,Aceptamos los plazos y entregables establecidos en la propuesta,2024-10-11
1971,R,Declinamos por preferir una solución en la nube alternativa,2024-12-20
1972,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-10-16
1973,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-03-03
1974,R,No procedemos por falta de alineación con nuestra roadmap tecnológico,2024-08-23
1975,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2025-01-29
1976,R,Rechazamos la propuesta por incompatibilidad con nuestros sistemas actuales,2024-06-02
1977,A,Aceptamos la escalabilidad propuesta para el sistema,2024-01-17
1978,R,No aceptamos las licencias propuestas por costos ocultos,2024-08-18
1979,R,Rechazamos la ampliación de servicios por falta de presupuesto,2024-08-21
1980,A,Autorizamos el inicio del proyecto según lo planificado,2025-04-27
1981,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-10-15
1982,A,Confirmamos el acuerdo de niveles de servicio (SLA),2025-01-21
1983,R,No continuamos con el proyecto debido a cambios en nuestra estructura interna,2024-03-21
1984,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2025-02-25
1985,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-06-29
1986,A,Aprobamos el alcance del proyecto tal como está definido,2025-02-10
1987,R,Descartamos la propuesta ante cambios en regulaciones del sector,2024-11-23
1988,R,Rechazamos la propuesta por no cumplir con nuestros requisitos de seguridad,2024-06-30
1989,R,No aprobamos el contrato debido a cláusulas contractuales no negociables,2024-04-09
1990,R,Rechazamos la inclusión del módulo adicional sugerido,2025-03-31
1991,A,Aceptamos la modalidad de pago propuesta sin modificaciones,2025-02-04
1992,A,Aceptamos la propuesta en su totalidad sin cambios,2024-08-10
1993,R,No procedemos con el proyecto por cambios en nuestras prioridades estratégicas,2024-02-03
1994,R,Declinamos la oferta por considerar excesivos los costos de implementación,2025-03-09
1995,A,Validamos los requisitos funcionales presentados,2024-09-23
1996,R,Rechazamos la solución por falta de soporte técnico local,2025-01-01
1997,A,Confirmamos el acuerdo de niveles de servicio (SLA),2024-11-20
1998,A,Aceptamos los términos del servicio de mantenimiento,2024-12-12
1999,A,Validamos los requisitos funcionales presentados,2024-02-10
2000,A,Aprobamos el alcance del proyecto tal como está definido,2024-03-28
